Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,benjaminmoore,Benjamin Moore AF-55 Sonnet,#e4dcce,0.8970174887208557,0.020772136834915196,81.77837449131408,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-55%20Sonnet%20color%20swatch,https://placehold.co/400x400/e4dcce/ffffff.png?text=Benjamin%20Moore%20AF-55%20Sonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-60 Peau,#e6dccf,0.8989038363332913,0.02067299943060938,74.64749617977617,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-60%20Peau%20color%20swatch,https://placehold.co/400x400/e6dccf/ffffff.png?text=Benjamin%20Moore%20AF-60%20Peau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-65 Fossil,#e4decf,0.9012501651510717,0.02115845957896529,88.72757359233111,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-65%20Fossil%20color%20swatch,https://placehold.co/400x400/e4decf/ffffff.png?text=Benjamin%20Moore%20AF-65%20Fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-70 Battenberg,#eae6d1,0.9224564309931081,0.028210605627586777,98.08298324876279,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-70%20Battenberg%20color%20swatch,https://placehold.co/400x400/eae6d1/ffffff.png?text=Benjamin%20Moore%20AF-70%20Battenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-75 Refined,#dfe0ce,0.9010347427938529,0.024100091329261292,109.4570686537603,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-75%20Refined%20color%20swatch,https://placehold.co/400x400/dfe0ce/ffffff.png?text=Benjamin%20Moore%20AF-75%20Refined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-80 Jute,#dad3bf,0.8670612495627105,0.028038793375196228,90.92630897049077,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-80%20Jute%20color%20swatch,https://placehold.co/400x400/dad3bf/ffffff.png?text=Benjamin%20Moore%20AF-80%20Jute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-85 Frappe,#e8dcc4,0.897766468179689,0.03459619437035313,84.58647127779102,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-85%20Frappe%20color%20swatch,https://placehold.co/400x400/e8dcc4/ffffff.png?text=Benjamin%20Moore%20AF-85%20Frappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-90 Harmony,#decdb2,0.855221423542302,0.040938968796107186,79.44022768561945,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-90%20Harmony%20color%20swatch,https://placehold.co/400x400/decdb2/ffffff.png?text=Benjamin%20Moore%20AF-90%20Harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-95 Hush,#d5cab0,0.8410809349382015,0.037168394095686945,87.80241829986903,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-95%20Hush%20color%20swatch,https://placehold.co/400x400/d5cab0/ffffff.png?text=Benjamin%20Moore%20AF-95%20Hush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-100 Pashmina,#bcb3a2,0.769511438523218,0.025757038567496237,83.40694404239139,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-100%20Pashmina%20color%20swatch,https://placehold.co/400x400/bcb3a2/ffffff.png?text=Benjamin%20Moore%20AF-100%20Pashmina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-105 Elk,#988669,0.6286925995304194,0.04668080429944618,79.53051268002315,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-105%20Elk%20color%20swatch,https://placehold.co/400x400/988669/ffffff.png?text=Benjamin%20Moore%20AF-105%20Elk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-110 Coriander,#958166,0.6144365836135925,0.04580479906849623,75.05559700578647,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-110%20Coriander%20color%20swatch,https://placehold.co/400x400/958166/ffffff.png?text=Benjamin%20Moore%20AF-110%20Coriander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-115 Lodge,#7e674e,0.5296291448721897,0.04722898065636263,68.86481523401164,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-115%20Lodge%20color%20swatch,https://placehold.co/400x400/7e674e/ffffff.png?text=Benjamin%20Moore%20AF-115%20Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-120 Tamarind,#746147,0.504254039934412,0.04572495503233738,75.13236881464462,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-120%20Tamarind%20color%20swatch,https://placehold.co/400x400/746147/ffffff.png?text=Benjamin%20Moore%20AF-120%20Tamarind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,benjaminmoore,Benjamin Moore AF-125 Morrel,#b39779,0.6939794730108587,0.05354995899531737,68.69907222779892,https://www.google.com/search?tbm=isch&q=benjaminMoore%20Benjamin%20Moore%20AF-125%20Morrel%20color%20swatch,https://placehold.co/400x400/b39779/ffffff.png?text=Benjamin%20Moore%20AF-125%20Morrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
