Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Tags,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,tafisa,HG834 Iron Horse Lummia High Gloss TFL,#403129,0.327155311987071,0.0261147212039227,45.9399219766053,https://tafisa.ca/en/our-colours/iron-horse,https://tafisa.ca/sites/default/files/styles/large/public/2020-11/HG834_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.0285,0.0288,0.026,0.024,0.0226,0.0219,0.0222,0.0234,0.0258,0.0294,0.032,0.032,0.031,0.0298,0.0287,0.0279,0.0281,0.0301,0.0348,0.043,0.0492,0.0512,0.0507,0.0501,0.0498,0.05,0.0502,0.0504,0.0508,0.0511,0.0513,"[0.0285,0.0288,0.026,0.024,0.0226,0.0219,0.0222,0.0234,0.0258,0.0294,0.032,0.032,0.031,0.0298,0.0287,0.0279,0.0281,0.0301,0.0348,0.043,0.0492,0.0512,0.0507,0.0501,0.0498,0.05,0.0502,0.0504,0.0508,0.0511,0.0513]"
DB,tafisa,T530 Latitude North Alto HPL,#e0dfd6,0.903278704211104,0.0129063189456908,101.816470149507,https://tafisa.ca/en/our-colours/latitude-north,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L530%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.496,0.583,0.635,0.658,0.67,0.682,0.692,0.698,0.705,0.715,0.725,0.732,0.736,0.737,0.737,0.735,0.736,0.742,0.748,0.752,0.752,0.75,0.749,0.746,0.743,0.744,0.741,0.739,0.738,0.738,0.738,"[0.496,0.583,0.635,0.658,0.67,0.682,0.692,0.698,0.705,0.715,0.725,0.732,0.736,0.737,0.737,0.735,0.736,0.742,0.748,0.752,0.752,0.75,0.749,0.746,0.743,0.744,0.741,0.739,0.738,0.738,0.738]"
DB,tafisa,T565 Fogo Harbour Urbania HPL,#dbd4c5,0.871803359601495,0.0222654129671946,87.0787372005794,https://tafisa.ca/en/our-colours/fogo-harbour,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L565%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.472,0.527,0.545,0.549,0.55,0.556,0.568,0.583,0.606,0.637,0.659,0.662,0.658,0.653,0.648,0.643,0.645,0.655,0.671,0.693,0.708,0.711,0.71,0.707,0.704,0.705,0.703,0.703,0.703,0.705,0.706,"[0.472,0.527,0.545,0.549,0.55,0.556,0.568,0.583,0.606,0.637,0.659,0.662,0.658,0.653,0.648,0.643,0.645,0.655,0.671,0.693,0.708,0.711,0.71,0.707,0.704,0.705,0.703,0.703,0.703,0.705,0.706]"
DB,tafisa,T492 White Chocolate Urbania HPL,#ddd9ce,0.886634331729195,0.0161645007860838,90.7612596900642,https://tafisa.ca/en/our-colours/white-chocolate,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L492%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.473,0.549,0.592,0.61,0.618,0.627,0.634,0.64,0.647,0.658,0.671,0.683,0.69,0.693,0.694,0.692,0.694,0.701,0.709,0.72,0.724,0.724,0.722,0.719,0.716,0.716,0.713,0.711,0.71,0.709,0.709,"[0.473,0.549,0.592,0.61,0.618,0.627,0.634,0.64,0.647,0.658,0.671,0.683,0.69,0.693,0.694,0.692,0.694,0.701,0.709,0.72,0.724,0.724,0.722,0.719,0.716,0.716,0.713,0.711,0.71,0.709,0.709]"
DB,tafisa,T2004 Winter Fun! Viva HPL,#d5d6d1,0.873911711122775,0.00773417658443108,119.37737459264,https://tafisa.ca/en/our-colours/winter-fun,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_M2004%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.499,0.574,0.613,0.627,0.633,0.64,0.646,0.651,0.657,0.665,0.674,0.676,0.675,0.673,0.67,0.666,0.663,0.666,0.67,0.674,0.674,0.67,0.668,0.665,0.661,0.662,0.659,0.657,0.655,0.654,0.654,"[0.499,0.574,0.613,0.627,0.633,0.64,0.646,0.651,0.657,0.665,0.674,0.676,0.675,0.673,0.67,0.666,0.663,0.666,0.67,0.674,0.674,0.67,0.668,0.665,0.661,0.662,0.659,0.657,0.655,0.654,0.654]"
DB,tafisa,T586 Natural Affinity Karisma HPL,#d5cab7,0.843885061809097,0.0286806780828664,82.3393207206706,https://tafisa.ca/en/our-colours/natural-affinity,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L586K%20NaturalAffinity_12x12.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.393,0.448,0.471,0.479,0.482,0.486,0.492,0.497,0.506,0.521,0.541,0.561,0.576,0.586,0.592,0.595,0.602,0.613,0.626,0.64,0.648,0.649,0.649,0.646,0.643,0.643,0.641,0.64,0.639,0.639,0.639,"[0.393,0.448,0.471,0.479,0.482,0.486,0.492,0.497,0.506,0.521,0.541,0.561,0.576,0.586,0.592,0.595,0.602,0.613,0.626,0.64,0.648,0.649,0.649,0.646,0.643,0.643,0.641,0.64,0.639,0.639,0.639]"
DB,tafisa,T544 Niagara Alto HPL,#bdb8ae,0.782935739058173,0.0153265682307929,82.474973006433,https://tafisa.ca/en/our-colours/niagara,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_L544%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.394,0.428,0.429,0.425,0.418,0.417,0.422,0.431,0.446,0.467,0.482,0.482,0.478,0.473,0.469,0.465,0.466,0.473,0.484,0.5,0.51,0.512,0.51,0.508,0.506,0.508,0.507,0.506,0.506,0.507,0.508,"[0.394,0.428,0.429,0.425,0.418,0.417,0.422,0.431,0.446,0.467,0.482,0.482,0.478,0.473,0.469,0.465,0.466,0.473,0.484,0.5,0.51,0.512,0.51,0.508,0.506,0.508,0.507,0.506,0.506,0.507,0.508]"
DB,tafisa,T2003 Weekend Getaway Viva HPL,#b7afa4,0.757450330212005,0.0178937545315478,78.460354884174,https://tafisa.ca/en/our-colours/weekend-getaway,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2003%28Y%29_24X24_72dpi_1.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.346,0.377,0.378,0.375,0.37,0.369,0.374,0.381,0.394,0.413,0.427,0.429,0.427,0.424,0.422,0.421,0.423,0.432,0.443,0.457,0.466,0.468,0.468,0.466,0.465,0.466,0.465,0.465,0.465,0.466,0.467,"[0.346,0.377,0.378,0.375,0.37,0.369,0.374,0.381,0.394,0.413,0.427,0.429,0.427,0.424,0.422,0.421,0.423,0.432,0.443,0.457,0.466,0.468,0.468,0.466,0.465,0.466,0.465,0.465,0.465,0.466,0.467]"
DB,tafisa,T2031 Creme de la Creme Brava HPL,#c0b3a2,0.771987252556036,0.0273797053680033,74.5796258786347,https://tafisa.ca/en/our-colours/creme-de-la-creme,https://tafisa.ca/sites/default/files/styles/large/public/2018-08/M2031%28B%29-Creme-de-la-Creme_Creme-de-la-Creme-_24x24.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.363,0.386,0.377,0.368,0.36,0.358,0.364,0.376,0.396,0.424,0.444,0.447,0.444,0.44,0.438,0.437,0.443,0.455,0.473,0.497,0.513,0.518,0.517,0.515,0.513,0.513,0.512,0.511,0.512,0.513,0.514,"[0.363,0.386,0.377,0.368,0.36,0.358,0.364,0.376,0.396,0.424,0.444,0.447,0.444,0.44,0.438,0.437,0.443,0.455,0.473,0.497,0.513,0.518,0.517,0.515,0.513,0.513,0.512,0.511,0.512,0.513,0.514]"
DB,tafisa,T580 Free Spirit Karisma HPL,#c2bcb0,0.796327298280296,0.0179627432701696,85.4975118933161,https://tafisa.ca/en/our-colours/free-spirit,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/L580%28K%29%20Free%20Spirit_Esprit%20Libre_24X24%20%28Medium%29_0.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.379,0.42,0.43,0.432,0.431,0.433,0.44,0.449,0.464,0.485,0.499,0.501,0.499,0.496,0.494,0.492,0.495,0.504,0.515,0.528,0.535,0.536,0.535,0.534,0.532,0.532,0.531,0.53,0.53,0.531,0.532,"[0.379,0.42,0.43,0.432,0.431,0.433,0.44,0.449,0.464,0.485,0.499,0.501,0.499,0.496,0.494,0.492,0.495,0.504,0.515,0.528,0.535,0.536,0.535,0.534,0.532,0.532,0.531,0.53,0.53,0.531,0.532]"
DB,tafisa,T830 Force of Nature Karisma HPL,#b6b5ae,0.773263033653274,0.00977122374716873,100.224369400477,https://tafisa.ca/en/our-colours/force-of-nature,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/L830%28K%29%20Force%20of%20Nature_Force%20de%20la%20Nature_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.385,0.423,0.43,0.428,0.423,0.423,0.427,0.433,0.444,0.461,0.475,0.476,0.472,0.467,0.461,0.454,0.449,0.45,0.457,0.47,0.478,0.479,0.478,0.476,0.475,0.476,0.476,0.476,0.476,0.477,0.478,"[0.385,0.423,0.43,0.428,0.423,0.423,0.427,0.433,0.444,0.461,0.475,0.476,0.472,0.467,0.461,0.454,0.449,0.45,0.457,0.47,0.478,0.479,0.478,0.476,0.475,0.476,0.476,0.476,0.476,0.477,0.478]"
DB,tafisa,T474 Brushed Aluminum Crystalite HPL,#999995,0.680996128388625,0.00445185160886348,96.6572039930848,https://tafisa.ca/en/our-colours/brushed-aluminum,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L474%28C%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.245,0.279,0.295,0.301,0.303,0.305,0.307,0.308,0.309,0.313,0.317,0.319,0.319,0.317,0.316,0.313,0.31,0.311,0.315,0.32,0.322,0.322,0.322,0.321,0.32,0.322,0.322,0.321,0.321,0.32,0.32,"[0.245,0.279,0.295,0.301,0.303,0.305,0.307,0.308,0.309,0.313,0.317,0.319,0.319,0.317,0.316,0.313,0.31,0.311,0.315,0.32,0.322,0.322,0.322,0.321,0.32,0.322,0.322,0.321,0.321,0.32,0.32]"
DB,tafisa,T831 Rock Solid Karisma HPL,#9c9b97,0.689515286785495,0.00594706584717313,90.1687540355727,https://tafisa.ca/en/our-colours/rock-solid,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/L831%28K%29%20Roc%20Solid_Roc%20Solide_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.296,0.32,0.319,0.314,0.308,0.305,0.306,0.31,0.32,0.334,0.346,0.346,0.341,0.333,0.326,0.317,0.309,0.308,0.316,0.332,0.344,0.347,0.345,0.343,0.342,0.344,0.345,0.345,0.346,0.346,0.347,"[0.296,0.32,0.319,0.314,0.308,0.305,0.306,0.31,0.32,0.334,0.346,0.346,0.341,0.333,0.326,0.317,0.309,0.308,0.316,0.332,0.344,0.347,0.345,0.343,0.342,0.344,0.345,0.345,0.346,0.346,0.347]"
DB,tafisa,T593 Mastermind Karisma HPL,#ada69a,0.727773479324716,0.0191055207596811,81.8130966318958,https://tafisa.ca/en/our-colours/mastermind,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L593-12x12_Compress%C3%A9-moyen.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.312,0.335,0.331,0.325,0.319,0.318,0.323,0.332,0.349,0.372,0.39,0.392,0.388,0.382,0.376,0.369,0.365,0.37,0.382,0.404,0.42,0.425,0.423,0.421,0.42,0.421,0.421,0.421,0.422,0.423,0.424,"[0.312,0.335,0.331,0.325,0.319,0.318,0.323,0.332,0.349,0.372,0.39,0.392,0.388,0.382,0.376,0.369,0.365,0.37,0.382,0.404,0.42,0.425,0.423,0.421,0.42,0.421,0.421,0.421,0.422,0.423,0.424]"
DB,tafisa,T538 River Rock Alto HPL,#a9a7a0,0.728842716199138,0.0104801740805789,96.3897484791337,https://tafisa.ca/en/our-colours/river-rock,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L538%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.335,0.362,0.36,0.354,0.347,0.345,0.35,0.358,0.373,0.395,0.41,0.408,0.401,0.392,0.384,0.374,0.368,0.368,0.376,0.392,0.404,0.408,0.409,0.408,0.409,0.413,0.416,0.42,0.423,0.427,0.43,"[0.335,0.362,0.36,0.354,0.347,0.345,0.35,0.358,0.373,0.395,0.41,0.408,0.401,0.392,0.384,0.374,0.368,0.368,0.376,0.392,0.404,0.408,0.409,0.408,0.409,0.413,0.416,0.42,0.423,0.427,0.43]"
DB,tafisa,T2013 Summertime Blues Viva HPL,#8f867b,0.624857272259471,0.0190518953381853,72.6985158929799,https://tafisa.ca/en/our-colours/summertime-blues,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2013%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.189,0.205,0.205,0.202,0.199,0.199,0.201,0.206,0.214,0.225,0.234,0.236,0.236,0.235,0.234,0.234,0.236,0.242,0.25,0.261,0.268,0.271,0.27,0.27,0.269,0.27,0.27,0.27,0.27,0.271,0.272,"[0.189,0.205,0.205,0.202,0.199,0.199,0.201,0.206,0.214,0.225,0.234,0.236,0.236,0.235,0.234,0.234,0.236,0.242,0.25,0.261,0.268,0.271,0.27,0.27,0.269,0.27,0.27,0.27,0.27,0.271,0.272]"
DB,tafisa,T562 Sable Island Urbania HPL,#b5aa96,0.742120169917401,0.0307763090984176,81.3262073255249,https://tafisa.ca/en/our-colours/sable-island,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_L562%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.305,0.324,0.315,0.307,0.3,0.3,0.308,0.323,0.347,0.38,0.404,0.408,0.404,0.398,0.392,0.386,0.385,0.394,0.411,0.44,0.46,0.467,0.467,0.465,0.463,0.464,0.463,0.464,0.465,0.466,0.468,"[0.305,0.324,0.315,0.307,0.3,0.3,0.308,0.323,0.347,0.38,0.404,0.408,0.404,0.398,0.392,0.386,0.385,0.394,0.411,0.44,0.46,0.467,0.467,0.465,0.463,0.464,0.463,0.464,0.465,0.466,0.468]"
DB,tafisa,T584 The Chameleon Karisma HPL,#908475,0.619940185347487,0.0259643705752988,74.416953378056,https://tafisa.ca/en/our-colours/the-chameleon,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/L584%28K%29%20The%20Chameleon_Le%20Cam%C3%A9l%C3%A9on_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.198,0.205,0.192,0.184,0.177,0.175,0.178,0.186,0.199,0.218,0.231,0.231,0.229,0.226,0.224,0.224,0.227,0.235,0.245,0.26,0.27,0.274,0.274,0.273,0.272,0.273,0.273,0.273,0.274,0.275,0.276,"[0.198,0.205,0.192,0.184,0.177,0.175,0.178,0.186,0.199,0.218,0.231,0.231,0.229,0.226,0.224,0.224,0.227,0.235,0.245,0.26,0.27,0.274,0.274,0.273,0.272,0.273,0.273,0.273,0.274,0.275,0.276]"
DB,tafisa,T533 Latitude East Alto HPL,#958e84,0.649414062120094,0.0165818029556038,76.9632024793842,https://tafisa.ca/en/our-colours/latitude-east,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L533%28A%29_24x24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.248,0.259,0.247,0.237,0.229,0.225,0.227,0.234,0.248,0.266,0.28,0.28,0.275,0.269,0.264,0.26,0.259,0.263,0.273,0.287,0.298,0.302,0.302,0.302,0.302,0.305,0.307,0.309,0.311,0.313,0.315,"[0.248,0.259,0.247,0.237,0.229,0.225,0.227,0.234,0.248,0.266,0.28,0.28,0.275,0.269,0.264,0.26,0.259,0.263,0.273,0.287,0.298,0.302,0.302,0.302,0.302,0.305,0.307,0.309,0.311,0.313,0.315]"
DB,tafisa,T2041 New Wave Brava HPL,#928473,0.621491064083653,0.0302000000530513,74.3403464660111,https://tafisa.ca/en/our-colours/new-wave,https://tafisa.ca/sites/default/files/styles/large/public/2018-08/M2041%28B%29-New-Wave_Nouvelle-Vague_24x24.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.192,0.198,0.185,0.176,0.169,0.167,0.171,0.179,0.195,0.216,0.232,0.235,0.232,0.228,0.225,0.222,0.223,0.231,0.245,0.265,0.28,0.285,0.284,0.282,0.281,0.282,0.282,0.283,0.283,0.284,0.284,"[0.192,0.198,0.185,0.176,0.169,0.167,0.171,0.179,0.195,0.216,0.232,0.235,0.232,0.228,0.225,0.222,0.223,0.231,0.245,0.265,0.28,0.285,0.284,0.282,0.281,0.282,0.282,0.283,0.283,0.284,0.284]"
DB,tafisa,T563 Megantic Urbania HPL,#847565,0.572221043676863,0.0300594406023877,71.2972736230689,https://tafisa.ca/en/our-colours/megantic,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_L563%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.144,0.149,0.139,0.132,0.127,0.126,0.13,0.138,0.152,0.172,0.187,0.189,0.185,0.179,0.174,0.168,0.166,0.17,0.184,0.208,0.226,0.232,0.232,0.231,0.23,0.231,0.232,0.233,0.234,0.235,0.236,"[0.144,0.149,0.139,0.132,0.127,0.126,0.13,0.138,0.152,0.172,0.187,0.189,0.185,0.179,0.174,0.168,0.166,0.17,0.184,0.208,0.226,0.232,0.232,0.231,0.23,0.231,0.232,0.233,0.234,0.235,0.236]"
DB,tafisa,T2034 Home Sweet Home Brava HPL,#7c746d,0.564303648070398,0.0144981671967759,68.3982113759666,https://tafisa.ca/en/our-colours/home-sweet-home,https://tafisa.ca/sites/default/files/styles/large/public/2018-08/M2034%28B%29-Home-Sweet-Home_Home-Sweet-Home_24x24.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.148,0.159,0.157,0.155,0.152,0.152,0.153,0.156,0.161,0.169,0.175,0.175,0.174,0.173,0.172,0.172,0.174,0.178,0.184,0.191,0.196,0.198,0.197,0.197,0.197,0.197,0.198,0.198,0.198,0.199,0.199,"[0.148,0.159,0.157,0.155,0.152,0.152,0.153,0.156,0.161,0.169,0.175,0.175,0.174,0.173,0.172,0.172,0.174,0.178,0.184,0.191,0.196,0.198,0.197,0.197,0.197,0.197,0.198,0.198,0.198,0.199,0.199]"
DB,tafisa,T555 Maritime Dune Urbania HPL,#c2b69e,0.78002547946614,0.0358106709650717,84.4235637654372,https://tafisa.ca/en/our-colours/maritime-dune,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L555%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.354,0.371,0.355,0.342,0.332,0.333,0.344,0.365,0.399,0.446,0.478,0.482,0.475,0.465,0.455,0.445,0.442,0.452,0.473,0.51,0.538,0.548,0.547,0.545,0.543,0.545,0.546,0.547,0.55,0.553,0.556,"[0.354,0.371,0.355,0.342,0.332,0.333,0.344,0.365,0.399,0.446,0.478,0.482,0.475,0.465,0.455,0.445,0.442,0.452,0.473,0.51,0.538,0.548,0.547,0.545,0.543,0.545,0.546,0.547,0.55,0.553,0.556]"
DB,tafisa,T540 Summer Breeze Alto HPL,#c9b89e,0.790595939252118,0.040534517346586,78.7844994067209,https://tafisa.ca/en/our-colours/summer-breeze,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L540%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.289,0.328,0.343,0.348,0.349,0.353,0.359,0.367,0.379,0.4,0.427,0.451,0.467,0.477,0.48,0.48,0.483,0.494,0.513,0.542,0.563,0.569,0.568,0.566,0.563,0.563,0.561,0.561,0.561,0.562,0.562,"[0.289,0.328,0.343,0.348,0.349,0.353,0.359,0.367,0.379,0.4,0.427,0.451,0.467,0.477,0.48,0.48,0.483,0.494,0.513,0.542,0.563,0.569,0.568,0.566,0.563,0.563,0.561,0.561,0.561,0.562,0.562]"
DB,tafisa,T590 Love at First Sight Karisma HPL,#beb098,0.762028041392406,0.0371597339285003,81.4774993147015,https://tafisa.ca/en/our-colours/love-at-first-sight,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L590-12x12_Compress%C3%A9.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.332,0.346,0.328,0.315,0.305,0.304,0.314,0.333,0.364,0.407,0.438,0.443,0.438,0.43,0.421,0.413,0.411,0.421,0.444,0.482,0.51,0.519,0.517,0.514,0.511,0.512,0.51,0.51,0.511,0.512,0.513,"[0.332,0.346,0.328,0.315,0.305,0.304,0.314,0.333,0.364,0.407,0.438,0.443,0.438,0.43,0.421,0.413,0.411,0.421,0.444,0.482,0.51,0.519,0.517,0.514,0.511,0.512,0.51,0.51,0.511,0.512,0.513]"
DB,tafisa,T2007 Casting at First Light Viva HPL,#baa589,0.732243502620453,0.0462107748295768,74.6051958032284,https://tafisa.ca/en/our-colours/casting-at-first-light,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_M2007%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.279,0.288,0.269,0.257,0.247,0.245,0.253,0.268,0.295,0.331,0.358,0.364,0.365,0.363,0.361,0.362,0.37,0.388,0.412,0.446,0.471,0.479,0.478,0.475,0.472,0.472,0.471,0.47,0.471,0.472,0.474,"[0.279,0.288,0.269,0.257,0.247,0.245,0.253,0.268,0.295,0.331,0.358,0.364,0.365,0.363,0.361,0.362,0.37,0.388,0.412,0.446,0.471,0.479,0.478,0.475,0.472,0.472,0.471,0.47,0.471,0.472,0.474]"
DB,tafisa,T545 Mojave Alto HPL,#b9a88e,0.739546865624111,0.0412735439201443,78.2855100031772,https://tafisa.ca/en/our-colours/mojave,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_L546%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.288,0.302,0.288,0.278,0.27,0.268,0.275,0.289,0.313,0.346,0.372,0.381,0.383,0.382,0.381,0.381,0.387,0.402,0.422,0.45,0.47,0.476,0.475,0.473,0.47,0.471,0.469,0.469,0.469,0.47,0.472,"[0.288,0.302,0.288,0.278,0.27,0.268,0.275,0.289,0.313,0.346,0.372,0.381,0.383,0.382,0.381,0.381,0.387,0.402,0.422,0.45,0.47,0.476,0.475,0.473,0.47,0.471,0.469,0.469,0.469,0.47,0.472]"
DB,tafisa,T581 Sheer Beauty Karisma HPL,#bca383,0.729245813298437,0.0525286189979723,74.0062528521523,https://tafisa.ca/en/our-colours/sheer-beauty-0,https://tafisa.ca/sites/default/files/styles/large/public/2024-02/L581%28K%29%20Sheer%20Beauty_Beaut%C3%A9%20Naturelle_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.275,0.277,0.251,0.235,0.223,0.221,0.231,0.251,0.283,0.326,0.357,0.362,0.359,0.354,0.35,0.349,0.357,0.376,0.405,0.447,0.479,0.491,0.49,0.487,0.484,0.484,0.483,0.483,0.484,0.486,0.487,"[0.275,0.277,0.251,0.235,0.223,0.221,0.231,0.251,0.283,0.326,0.357,0.362,0.359,0.354,0.35,0.349,0.357,0.376,0.405,0.447,0.479,0.491,0.49,0.487,0.484,0.484,0.483,0.483,0.484,0.486,0.487]"
DB,tafisa,T587 Sugar Rush Karisma HPL,#b79a77,0.702697319054566,0.0587460714251333,71.0641958331623,https://tafisa.ca/en/our-colours/sugar-rush,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L587K%20SugarRush_12x12.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.175,0.196,0.2,0.2,0.199,0.199,0.201,0.204,0.211,0.224,0.246,0.272,0.294,0.31,0.32,0.329,0.343,0.361,0.382,0.41,0.43,0.438,0.439,0.437,0.435,0.436,0.435,0.435,0.436,0.437,0.437,"[0.175,0.196,0.2,0.2,0.199,0.199,0.201,0.204,0.211,0.224,0.246,0.272,0.294,0.31,0.32,0.329,0.343,0.361,0.382,0.41,0.43,0.438,0.439,0.437,0.435,0.436,0.435,0.435,0.436,0.437,0.437]"
DB,tafisa,T303 Hardrock Maple Crystalite HPL,#d9bb94,0.809357783799072,0.062369809518066,74.5092920557655,https://tafisa.ca/en/our-colours/hardrock-maple,https://tafisa.ca/sites/default/files/styles/large/public/1000x1000_L303%28C%29_hires.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.296,0.315,0.304,0.298,0.294,0.299,0.314,0.338,0.375,0.424,0.46,0.47,0.473,0.474,0.476,0.483,0.503,0.536,0.573,0.619,0.653,0.665,0.665,0.662,0.658,0.658,0.656,0.655,0.656,0.657,0.659,"[0.296,0.315,0.304,0.298,0.294,0.299,0.314,0.338,0.375,0.424,0.46,0.47,0.473,0.474,0.476,0.483,0.503,0.536,0.573,0.619,0.653,0.665,0.665,0.662,0.658,0.658,0.656,0.655,0.656,0.657,0.659]"
DB,tafisa,T476 Prestige Maple Crystalite HPL,#c9a880,0.751584598449865,0.0663015132406519,72.8060620739774,https://tafisa.ca/en/our-colours/prestige-maple,https://tafisa.ca/sites/default/files/styles/large/public/1000x1000_L476%28C%29_hires.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.182,0.206,0.211,0.214,0.216,0.223,0.235,0.253,0.279,0.316,0.35,0.369,0.379,0.383,0.383,0.381,0.389,0.41,0.445,0.503,0.546,0.562,0.563,0.56,0.556,0.555,0.553,0.553,0.553,0.554,0.555,"[0.182,0.206,0.211,0.214,0.216,0.223,0.235,0.253,0.279,0.316,0.35,0.369,0.379,0.383,0.383,0.381,0.389,0.41,0.445,0.503,0.546,0.562,0.563,0.56,0.556,0.555,0.553,0.553,0.553,0.554,0.555]"
DB,tafisa,T591 Acacia Honey Karisma HPL,#bfa583,0.737457585848907,0.0565654383503922,74.8949492782043,https://tafisa.ca/en/our-colours/acacia-honey,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L591-12x12_Compress%C3%A9.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.26,0.265,0.242,0.228,0.218,0.218,0.23,0.253,0.289,0.34,0.378,0.387,0.382,0.374,0.364,0.354,0.354,0.369,0.403,0.462,0.508,0.524,0.523,0.519,0.516,0.516,0.515,0.515,0.516,0.517,0.519,"[0.26,0.265,0.242,0.228,0.218,0.218,0.23,0.253,0.289,0.34,0.378,0.387,0.382,0.374,0.364,0.354,0.354,0.369,0.403,0.462,0.508,0.524,0.523,0.519,0.516,0.516,0.515,0.515,0.516,0.517,0.519]"
