Type;Adjective;Device;Noun;Date;Illuminant;Observer;Method;R400 nm;R410 nm;R420 nm;R430 nm;R440 nm;R450 nm;R460 nm;R470 nm;R480 nm;R490 nm;R500 nm;R510 nm;R520 nm;R530 nm;R540 nm;R550 nm;R560 nm;R570 nm;R580 nm;R590 nm;R600 nm;R610 nm;R620 nm;R630 nm;R640 nm;R650 nm;R660 nm;R670 nm;R680 nm;R690 nm;R700 nm
DB;Arborite;Nix Spectro L;Inukshuk Carbon;2026-04-15T18:30:27.943Z;D50;2;M2;0.0483964354;0.0535843708;0.0548796773;0.0553627074;0.0553604409;0.0553786874;0.0554015025;0.0553608954;0.0556431264;0.0562753089;0.0568667598;0.0569642194;0.0569349833;0.0568383478;0.0567429371;0.0566852458;0.0568710931;0.0575274877;0.0583754435;0.0593300141;0.0599412084;0.0602678008;0.0605403967;0.0606929444;0.0609585628;0.0617171235;0.0623161577;0.063052281;0.0638278745;0.0645809077;0.0652052805
DB;Arborite;Nix Spectro L;Inukshuk Grey P344;2026-04-15T18:34:18.229Z;D50;2;M2;0.16719113;0.196273398;0.212848788;0.221063563;0.226178446;0.230235943;0.232968807;0.234366161;0.236058053;0.238896737;0.242884997;0.247061554;0.250584605;0.253228009;0.255191335;0.256780225;0.260354519;0.265903741;0.270711279;0.274944913;0.27707811;0.278068161;0.279208785;0.279401666;0.279071134;0.280183148;0.280346215;0.28069554;0.281018257;0.28144688;0.281742549
DB;Frendel;Nix Spectro L;Maple Cashew CL;2026-03-02T22:54:09.150Z;D50;2;M2;0.0577017747;0.0853518575;0.104300623;0.11470779;0.122684626;0.130333652;0.138567826;0.147442284;0.160381785;0.182655135;0.21315186;0.244149238;0.266150361;0.279622406;0.284821808;0.285750353;0.292459774;0.30869199;0.336071056;0.383635068;0.426186097;0.457033205;0.479505616;0.492015451;0.500991535;0.513404834;0.523910522;0.533722305;0.541245711;0.547871709;0.552825606
DB;Frendel;Nix Spectro L;Maple Chocolate CL;2026-03-02T22:46:28.278Z;D50;2;M2;0.0295642309;0.0359732728;0.0388622038;0.040324574;0.041197253;0.0421236604;0.0433891416;0.0449466765;0.0476423375;0.052509141;0.0583250791;0.0627912909;0.0652751453;0.0664472848;0.0665127859;0.0661595702;0.0673834503;0.0714897141;0.0791601256;0.0924373686;0.104280365;0.112661593;0.118608326;0.122123851;0.125060703;0.129161015;0.132814839;0.136154704;0.138700013;0.14093857;0.142587003
DB;Frendel;Nix Spectro L;Maple Oyster CL;2026-03-02T22:50:31.513Z;D50;2;M2;0.0878682211;0.104233243;0.113207257;0.117706871;0.120521669;0.122945106;0.125091004;0.126914798;0.129628246;0.134231433;0.139686447;0.144069985;0.146841392;0.14842616;0.149035329;0.149186575;0.151134869;0.155640826;0.161685652;0.170379969;0.177690125;0.183227351;0.187809741;0.190480325;0.192614239;0.196180448;0.199164003;0.202059424;0.204388979;0.206508425;0.208108672
DB;Frendel;Nix Spectro L;Maple Poppy Seed CL;2026-03-02T23:00:25.185Z;D50;2;M2;0.0185121005;0.0211208478;0.0223177452;0.0231272936;0.0236154102;0.0239285026;0.0241342187;0.0242199562;0.0244426385;0.0249394327;0.0253960956;0.0254388113;0.0253413159;0.0251917653;0.0249525454;0.02478524;0.0249320898;0.025564681;0.0264666431;0.0277617794;0.0289442953;0.0300437588;0.0310937144;0.0318089046;0.0325228292;0.0336029492;0.0346227724;0.0356666666;0.0365616508;0.0373655707;0.0379766822
DB;Frendel;Nix Spectro L;Maple Shale Grey CL;2026-03-02T22:57:50.169Z;D50;2;M2;0.0687974021;0.0764900073;0.078465271;0.0791373491;0.0791428268;0.0792647183;0.0795080513;0.0797808796;0.0807095766;0.0825962543;0.0848453447;0.0863564998;0.0871437058;0.0874316171;0.087405166;0.0871753424;0.0874621511;0.0888000384;0.0907910928;0.0935159385;0.0955949381;0.0970234886;0.0982536077;0.0989468247;0.0995311975;0.100808467;0.101706436;0.10248955;0.10302134;0.103531969;0.103869146
DB;Frendel;Nix Spectro L;Oak Porcini CL;2026-03-02T22:43:49.074Z;D50;2;M2;0.0514405817;0.06162984;0.065486227;0.0669319972;0.0674656376;0.0683364928;0.0699244499;0.072109279;0.0762183532;0.0840137392;0.0941169903;0.102772705;0.107870749;0.110385342;0.110741277;0.109923917;0.111134332;0.116761854;0.128471595;0.149462175;0.168393725;0.181944123;0.191587961;0.197338533;0.202269256;0.209161362;0.215399623;0.221242547;0.225928259;0.230094683;0.233284864
DB;Living arts;Nix Spectro L;2SV.D36 AL Eurowood;2026-03-10T18:13:18.917Z;D50;2;M2;0.30678826;0.333816504;0.333763784;0.332484996;0.331460357;0.334885436;0.34372561;0.35709855;0.377873164;0.405061555;0.42186473;0.420225209;0.414512587;0.409082007;0.405735254;0.404674;0.410732335;0.424637306;0.441482574;0.46307053;0.478396374;0.484393644;0.485799897;0.485106093;0.483865398;0.485217261;0.484763771;0.484752452;0.485248166;0.486146796;0.487040383
DB;Living arts;Nix Spectro L;2SV.D58 Light Tone;2026-03-10T18:11:02.296Z;D50;2;M2;0.370279145;0.407724971;0.413602996;0.415321475;0.416318071;0.421558642;0.431927347;0.44648928;0.468603396;0.49732182;0.515259612;0.514196432;0.508877349;0.503648853;0.5003667;0.499083912;0.505252051;0.519283032;0.534601057;0.552278996;0.563911915;0.568028724;0.569024694;0.568033981;0.566290963;0.567402828;0.566413975;0.565961242;0.566117764;0.566777623;0.567504609
DB;Living arts;Nix Spectro L;2SV.DV9 AL Eurowood;2026-03-10T18:09:28.349Z;D50;2;M2;0.272893482;0.290601736;0.281621492;0.275283173;0.270880941;0.27304484;0.283260816;0.300264418;0.327574015;0.365613198;0.394506198;0.401296616;0.398681861;0.392833972;0.386199498;0.379358906;0.379643983;0.392067534;0.41768257;0.460748464;0.493516684;0.505629545;0.506263703;0.504227531;0.502230811;0.5034908;0.503222895;0.503917533;0.505540639;0.50744682;0.509109724
DB;Living arts;Nix Spectro L;Bianco 0SS Top Matt;2026-03-10T13:36:33.372Z;D50;2;M2;0.594674385;0.707992435;0.779181242;0.813938808;0.835584235;0.851933396;0.861283433;0.863439119;0.863456059;0.8635759;0.866492319;0.871378434;0.874911332;0.876857948;0.877969968;0.876056623;0.876945639;0.88236959;0.886160505;0.886237276;0.882621837;0.880238175;0.881297719;0.880615628;0.878364933;0.880034673;0.878319132;0.877091837;0.876277852;0.876022208;0.875826895
DB;Living arts;Nix Spectro L;Grigio DE8 Top Matt;2026-03-10T13:35:37.543Z;D50;2;M2;0.419844604;0.498320276;0.546390831;0.569652259;0.583913589;0.59440192;0.599853384;0.600282907;0.599287379;0.598609543;0.601677537;0.608317244;0.614483094;0.619145525;0.622733426;0.624497104;0.628728473;0.635901868;0.640979302;0.642842078;0.640805531;0.638073933;0.637224102;0.63554765;0.632892227;0.633061576;0.630899286;0.62921828;0.627960134;0.627192104;0.626553249
DB;Living arts;Nix Spectro L;Grigio 103 Top Matt;2026-03-10T13:37:23.702Z;D50;2;M2;0.1425372;0.151006851;0.146094865;0.142338458;0.139065334;0.137892219;0.139113048;0.142392409;0.148678407;0.157217839;0.162753013;0.162804779;0.162052369;0.161441714;0.161608008;0.162821773;0.166090459;0.171075994;0.175288412;0.178745475;0.180577579;0.18088074;0.180739474;0.180293503;0.179847124;0.180413273;0.180289599;0.18031058;0.180533782;0.180962032;0.181415763
DB;Tafisa;Nix Spectro L;Alto L530A Latitude North;2026-03-13T17:49:02.033Z;D50;2;M2;0.482945514;0.56614325;0.613716626;0.63692652;0.651630151;0.664148426;0.673707151;0.679949987;0.687276602;0.697493315;0.708217716;0.71612314;0.720873451;0.723115993;0.723727632;0.721852803;0.723613262;0.730241239;0.735292912;0.737296045;0.735286403;0.732926667;0.732885897;0.731549132;0.728887045;0.729490805;0.727440763;0.72590977;0.724775052;0.724175692;0.72366246
DB;Tafisa;Nix Spectro L;HG100 Vanilla Orchard;2026-03-13T16:05:01.400Z;D50;2;M2;0.568796062;0.671768177;0.733598697;0.763309312;0.781381428;0.795221722;0.803353345;0.805568111;0.806708395;0.809146249;0.815260553;0.823463225;0.829693699;0.833566654;0.835901964;0.835202789;0.837360358;0.843803072;0.84794991;0.847718155;0.843946111;0.841826415;0.843344665;0.84313463;0.841451108;0.843713319;0.842845702;0.842318654;0.841921353;0.84200598;0.8420223
DB;Tafisa;Nix Spectro L;HG115 Carte Blanche;2026-03-13T16:04:05.329Z;D50;2;M2;0.651289725;0.75692482;0.814175177;0.839765584;0.853670895;0.864472973;0.870504951;0.871216595;0.871413636;0.872449076;0.874836469;0.876342404;0.876179528;0.875095582;0.874549961;0.871549666;0.870470309;0.873986924;0.877179015;0.877024841;0.873491061;0.870961535;0.871505702;0.870814228;0.869313729;0.872121811;0.871519864;0.871128654;0.871046805;0.871530783;0.871998036
DB;Tafisa;Nix Spectro L;HG2004 Winter Fun;2026-03-13T16:00:44.483Z;D50;2;M2;0.411892205;0.485694778;0.529136348;0.550728524;0.564681184;0.57661165;0.586141157;0.592949522;0.601025212;0.612136483;0.622255898;0.627450788;0.629222584;0.629115796;0.627997458;0.62500124;0.625977135;0.632334805;0.637717187;0.640447807;0.639528775;0.638417792;0.639551485;0.639534187;0.638710177;0.641410255;0.64222014;0.643529201;0.644784224;0.646217453;0.647243524
DB;Tafisa;Nix Spectro L;HG202 Summer Drops;2026-03-13T17:19:25.323Z;D50;2;M2;0.319298291;0.38492977;0.42821455;0.450234717;0.464608085;0.475539964;0.482306039;0.484891587;0.486446679;0.488998622;0.494143456;0.500812471;0.50576092;0.508736336;0.509941149;0.50884136;0.509909821;0.513894296;0.515963972;0.515190768;0.513126743;0.513905478;0.517862821;0.519833136;0.520368218;0.523419392;0.524581039;0.525781095;0.526552188;0.527414846;0.527957463
DB;Tafisa;Nix Spectro L;HG203 Black;2026-03-13T17:44:30.265Z;D50;2;M2;0.00846489361;0.00809633452;0.00713081593;0.00686132293;0.00666672438;0.00646401336;0.00629623458;0.00614939025;0.00611610552;0.006150393;0.00611466672;0.00592360925;0.00584160332;0.00577605246;0.00563994236;0.00560755786;0.00558376741;0.00556953168;0.00552207157;0.00546512147;0.00541091468;0.00536840204;0.00534331277;0.00531697944;0.00530902995;0.00533560896;0.005310091;0.00532053793;0.00534018381;0.00536383064;0.00536526311
DB;Tafisa;Nix Spectro L;HG582 Fashionista;2026-03-13T16:03:05.000Z;D50;2;M2;0.0893606991;0.0897378564;0.0797996104;0.0741246462;0.0703718707;0.069899407;0.0735638261;0.0809271872;0.0932602212;0.110353367;0.123134226;0.126393707;0.12653681;0.125768198;0.12497486;0.125278316;0.129608171;0.138791749;0.15195078;0.171509519;0.1863442;0.192104027;0.192754856;0.192166099;0.191642958;0.192527494;0.192951253;0.193893927;0.195211568;0.196607119;0.197816297
DB;Tafisa;Nix Spectro L;HG763 Morning Dew;2026-03-13T17:27:47.919Z;D50;2;M2;0.321424454;0.392165023;0.440642256;0.465900767;0.482956111;0.495903987;0.503964698;0.50734117;0.509545267;0.51302731;0.52030164;0.530794919;0.540014148;0.546860659;0.551331735;0.553914917;0.560302985;0.570144236;0.577061749;0.581070733;0.581483531;0.581782782;0.584034669;0.584413695;0.583292353;0.584911346;0.58466413;0.58498261;0.585320187;0.585853374;0.586162901
DB;Tafisa;Nix Spectro L;HG765 Midnight Sun;2026-03-13T17:43:44.671Z;D50;2;M2;0.0343756698;0.0390942819;0.0413183659;0.0425586246;0.0432641402;0.0436899044;0.0437881954;0.0435585991;0.0433213271;0.0431808449;0.0433874547;0.0438821264;0.0444674075;0.0449356191;0.0452273801;0.0455018379;0.0459610626;0.0466085665;0.0470483758;0.0472163387;0.0470485687;0.0467519246;0.0465626493;0.0463757314;0.0462055519;0.0463062488;0.0462587848;0.0463268802;0.0464525379;0.046598167;0.0467035227
DB;Tafisa;Nix Spectro L;HG771 North Wind;2026-03-13T17:41:09.691Z;D50;2;M2;0.119792904;0.146787974;0.165700367;0.175859529;0.182812423;0.187950656;0.191003901;0.192100197;0.192639938;0.193689314;0.19664658;0.201422319;0.205804333;0.209111735;0.211201981;0.212534097;0.215348554;0.219313458;0.221593815;0.222012529;0.221013948;0.2202999;0.220680863;0.220601696;0.220080513;0.220699388;0.220754501;0.221184203;0.221662563;0.222178024;0.222531
DB;Tafisa;Nix Spectro L;HG775 Gardenia;2026-03-13T16:06:24.194Z;D50;2;M2;0.526526988;0.629915619;0.695968008;0.729078293;0.750471079;0.76686399;0.776866782;0.780523646;0.78286531;0.787074578;0.797269022;0.812465632;0.825414884;0.83448087;0.83996383;0.841722012;0.84706111;0.856136966;0.860552597;0.858865488;0.85351367;0.850785673;0.85252223;0.852250838;0.84995234;0.851373792;0.84980377;0.848898423;0.848244286;0.848075151;0.847874475
DB;Tafisa;Nix Spectro L;HG776 Cashmere;2026-03-13T16:08:23.829Z;D50;2;M2;0.472706497;0.562958527;0.619232345;0.646872866;0.664217365;0.677489614;0.68545754;0.688044369;0.689705074;0.693134773;0.700912786;0.711257958;0.719262171;0.7244326;0.7273893;0.727424467;0.73071059;0.7387869;0.746467388;0.753034222;0.754741073;0.754376435;0.755271959;0.754416573;0.752194083;0.753502953;0.752123392;0.75121609;0.750518155;0.750244689;0.749905682
DB;Tafisa;Nix Spectro L;HG833 Steampunk;2026-03-13T17:45:21.320Z;D50;2;M2;0.0658815794;0.0732462659;0.072547245;0.0732882455;0.0753511414;0.0798588157;0.0879901052;0.09952977;0.11653907;0.140214625;0.161406526;0.174038598;0.181849465;0.186447972;0.188307381;0.190208572;0.198172814;0.212174404;0.228752771;0.251684797;0.268945128;0.276908064;0.280008578;0.280582434;0.280199569;0.281504077;0.282253367;0.28372227;0.285319233;0.286905336;0.288134277
DB;Tafisa;Nix Spectro L;HG834 Iron Horse;2026-03-13T17:46:12.485Z;D50;2;M2;0.0276982475;0.0279796302;0.0253208917;0.023825752;0.022653538;0.0221814364;0.0226252392;0.0238496918;0.0262731835;0.02995614;0.0326097492;0.0325299561;0.0314815387;0.0302890033;0.0292256549;0.0284547918;0.0286349617;0.0307033535;0.0354692999;0.0437098384;0.0499791749;0.0520267129;0.051701621;0.0511784695;0.0509135902;0.0511756904;0.0513349272;0.0516148478;0.0519531637;0.0522874407;0.052505368
DB;Tafisa;Nix Spectro L;Karisma L580 Free Spirit;2026-03-02T21:06:39.372Z;D50;2;M2;0.39546414;0.428484857;0.426782095;0.422944611;0.418689513;0.419144702;0.424874413;0.434908509;0.452353859;0.476628155;0.494242841;0.497109079;0.495319897;0.492398757;0.49036954;0.489109558;0.492960399;0.503190559;0.514749694;0.527420199;0.535098541;0.537225521;0.537503397;0.536608315;0.535560191;0.537624037;0.537792051;0.53818202;0.538825274;0.539906037;0.540901077
DB;Tafisa;Nix Spectro L;Karisma L582 Fashionista;2026-03-02T19:19:38.035Z;D50;2;M2;0.116453823;0.121251933;0.114039163;0.109606019;0.106417878;0.106087933;0.109330633;0.115743336;0.126758184;0.142420083;0.154515362;0.157825688;0.158021149;0.157283336;0.156571585;0.15681695;0.160993531;0.17008478;0.182846111;0.201198858;0.214864469;0.220242637;0.221176207;0.220871827;0.220568228;0.221856025;0.222529772;0.223432523;0.224387759;0.225423399;0.22623167
DB;Tafisa;Nix Spectro L;Karisma L583 First Class;2026-03-02T21:19:56.683Z;D50;2;M2;0.0741871253;0.0787425429;0.0765801504;0.0751196429;0.0738515019;0.0736325979;0.0746963441;0.0768466413;0.0807789013;0.0864063233;0.0903969198;0.0906648517;0.0898760796;0.0889325768;0.0882333651;0.0879851937;0.0891622782;0.0922251269;0.0964237601;0.102063835;0.105953406;0.107125758;0.10702302;0.106664862;0.10639686;0.106870903;0.107007086;0.107205604;0.107407054;0.1076717;0.10784909
DB;Tafisa;Nix Spectro L;L115C Carte Blanche;2026-03-10T14:39:16.817Z;D50;2;M2;0.601687515;0.703588212;0.762561405;0.790037251;0.805803871;0.817855132;0.824537754;0.825397849;0.824982333;0.824698925;0.824906182;0.823857689;0.821746421;0.819514799;0.818494046;0.815707004;0.815425062;0.820145154;0.825116396;0.827695191;0.826193881;0.824131155;0.824127245;0.822929335;0.820913601;0.822865331;0.821584141;0.820486498;0.819686043;0.819431162;0.819208479
DB;Tafisa;Nix Spectro L;L175C White;2026-03-10T14:38:20.117Z;D50;2;M2;0.623316598;0.731974518;0.796765208;0.827639079;0.846033454;0.860235488;0.86854142;0.870498478;0.87099402;0.87180829;0.873639739;0.874734545;0.874240386;0.872867489;0.871814942;0.868142271;0.86684823;0.870391464;0.873266768;0.872566688;0.868453598;0.865646696;0.866139185;0.865182328;0.862949121;0.864606607;0.862782037;0.86113348;0.859777474;0.859023249;0.858383894
DB;Tafisa;Nix Spectro L;L763C Morning Dew;2026-03-10T14:43:00.923Z;D50;2;M2;0.38663348;0.438635248;0.459811097;0.468925661;0.473863184;0.479484493;0.485575128;0.491703749;0.501134932;0.514447641;0.526173484;0.532324851;0.536141944;0.538556921;0.540656686;0.542604387;0.548965538;0.559671247;0.568442464;0.575008059;0.5776752;0.578538132;0.579928017;0.579721344;0.57863009;0.580439019;0.580163372;0.580259752;0.580603719;0.581344116;0.582034028
DB;Tafisa;Nix Spectro L;L763M Morning Dew;2026-03-10T14:54:54.840Z;D50;2;M2;0.407916749;0.4637725;0.487317735;0.49749552;0.502986789;0.508931148;0.515027809;0.52084192;0.529765511;0.542430019;0.553637362;0.559451985;0.562998056;0.565226972;0.567272687;0.569122493;0.575381327;0.586085927;0.594818389;0.601123047;0.603484964;0.604237509;0.605720508;0.605581844;0.604539871;0.606542528;0.606348526;0.606466615;0.606769693;0.607477605;0.608121288
DB;Tafisa;Nix Spectro L;L770C Evening Star Crystalite;2026-03-10T15:03:42.731Z;D50;2;M2;0.145191127;0.153386045;0.148581615;0.144873744;0.14148958;0.140176341;0.141176307;0.14408142;0.149929488;0.158360445;0.16423125;0.164287695;0.162637454;0.160735828;0.159385893;0.15848068;0.159133223;0.162157533;0.166352096;0.17152541;0.174841154;0.175669447;0.1755054;0.175090238;0.174825484;0.175699818;0.175913578;0.176086041;0.176247308;0.176560202;0.176810604
DB;Tafisa;Nix Spectro L;L770I Evening star;2026-03-10T14:52:31.270Z;D50;2;M2;0.140426967;0.149656937;0.146567351;0.143942469;0.141425997;0.140711045;0.142020226;0.144978994;0.150637686;0.15869202;0.164186397;0.164054725;0.162332168;0.160425341;0.159078309;0.158183688;0.158924761;0.162057564;0.166312128;0.171517497;0.174751177;0.175371233;0.174970901;0.174370503;0.173903126;0.17453278;0.174521273;0.17451461;0.174539909;0.174722406;0.174860397
DB;Tafisa;Nix Spectro L;Lummia PM 771 North Wind;2026-03-02T18:44:27.961Z;D50;2;M2;0.145684612;0.176273692;0.196859384;0.207652098;0.214813465;0.220105121;0.223208448;0.224221101;0.224700183;0.22574344;0.228555974;0.232840872;0.236671016;0.239534727;0.241398957;0.242529747;0.24525595;0.249412909;0.251964349;0.252476025;0.251340169;0.250397775;0.250622451;0.250441113;0.249871391;0.250647193;0.250763971;0.251209599;0.251655108;0.252150655;0.252462989
DB;Tafisa;Nix Spectro L;Lummia PM100 Vanilla Orchid;2026-03-09T20:34:49.240Z;D50;2;M2;0.544875813;0.641855073;0.69947989;0.727471745;0.744804692;0.758588171;0.767611563;0.771626604;0.77538451;0.781111419;0.789294326;0.797767651;0.803971791;0.807794309;0.810055637;0.80965184;0.812747514;0.820283616;0.824828815;0.824440658;0.820592999;0.818640018;0.820378268;0.820304394;0.818697619;0.820921934;0.820172369;0.81984427;0.819669545;0.819950902;0.820143044
DB;Tafisa;Nix Spectro L;Lummia PM115 Carte Blanche;2026-03-02T18:51:48.190Z;D50;2;M2;0.644082308;0.747932327;0.804434121;0.829909801;0.843847597;0.854677796;0.860745883;0.861537731;0.8618577;0.863268054;0.866363358;0.868781006;0.869485545;0.869154239;0.869250393;0.867061031;0.867211783;0.872159004;0.87650702;0.877383554;0.874560702;0.87248956;0.873374546;0.872828281;0.871305811;0.874051821;0.873342872;0.872652698;0.872050369;0.872016704;0.871967447
DB;Tafisa;Nix Spectro L;Lummia PM115 Carte Blanche;2026-03-09T20:33:27.983Z;D50;2;M2;0.620669115;0.724661398;0.783347487;0.810473347;0.825975573;0.83803215;0.845088089;0.846695161;0.847634494;0.849439156;0.852141845;0.853557169;0.85350033;0.85277226;0.852715898;0.850737846;0.851686203;0.857749951;0.86327486;0.865866983;0.864555097;0.863470697;0.864949441;0.864709103;0.863351488;0.866194391;0.865627158;0.865138686;0.864740562;0.86487025;0.864953959
DB;Tafisa;Nix Spectro L;Lummia PM202 Summer Drops;2026-03-09T20:38:23.119Z;D50;2;M2;0.333970022;0.402615404;0.448277813;0.471667004;0.486999536;0.498739928;0.506197882;0.509349704;0.51151228;0.514857388;0.520325315;0.526483786;0.53072561;0.533095539;0.533870697;0.532423711;0.533557379;0.538062179;0.54043355;0.539399481;0.536819899;0.53721453;0.541059315;0.542976785;0.54345063;0.546607733;0.547848046;0.549047315;0.549676907;0.550386965;0.550729799
DB;Tafisa;Nix Spectro L;Lummia PM763 Morning Dew;2026-03-02T18:56:37.445Z;D50;2;M2;0.333712947;0.404286736;0.451547521;0.475857842;0.491942453;0.504162443;0.511775959;0.514950264;0.517214537;0.521006215;0.528381884;0.53842957;0.547127521;0.553587067;0.557942152;0.56059339;0.567122149;0.577218747;0.584128869;0.587153542;0.586211741;0.585029125;0.585941148;0.585662186;0.584457719;0.586390281;0.586795425;0.588044119;0.589454138;0.590982831;0.592125261
DB;Tafisa;Nix Spectro L;Lummia PM765 Midnight Sun;2026-03-02T18:59:31.397Z;D50;2;M2;0.056317278;0.064724946;0.0691100433;0.0713488698;0.0726025477;0.0734159201;0.073682496;0.073391287;0.0730279729;0.0728023112;0.0730327293;0.0735289589;0.0740153641;0.0743609414;0.0745703802;0.0746780187;0.0750620916;0.0758659884;0.0764821261;0.0766695455;0.0763466492;0.0759162039;0.0757374942;0.0755433738;0.0753365561;0.0755614251;0.0755252033;0.0755354881;0.0755231395;0.0755447164;0.0755129993
DB;Tafisa;Nix Spectro L;Lummia PM775 Gardenia;2026-03-09T20:35:47.600Z;D50;2;M2;0.50513432;0.606865811;0.673165727;0.706820369;0.728827822;0.745649624;0.75602591;0.760085571;0.762866068;0.767940938;0.779578578;0.79659003;0.811039829;0.821191049;0.827237749;0.829438591;0.835546839;0.845420003;0.849764681;0.846917605;0.840453172;0.83737601;0.8393767;0.839428818;0.837436831;0.839253533;0.838311052;0.837978363;0.837631857;0.837673616;0.837534177
DB;Tafisa;Nix Spectro L;Lummia PM776 Cashmere;2026-03-09T20:36:39.368Z;D50;2;M2;0.468249935;0.555274284;0.608516133;0.634615171;0.650894129;0.663393641;0.67096864;0.673573208;0.675466824;0.679044497;0.686507404;0.696461904;0.704764163;0.710660076;0.714703679;0.716486049;0.721843123;0.731220412;0.737803483;0.740560472;0.739501464;0.73902775;0.741221821;0.741451609;0.740186107;0.742447042;0.742079353;0.742077982;0.742079628;0.742439592;0.742641032
DB;Tafisa;Nix Spectro L;Lummia PM777 Winter Horizon;2026-03-09T20:37:26.090Z;D50;2;M2;0.531165028;0.608966672;0.646695018;0.663204336;0.671941519;0.679767132;0.68572619;0.689204586;0.694133282;0.701202214;0.707074213;0.708401096;0.707607985;0.706014943;0.705023026;0.702641344;0.70282886;0.707274616;0.710635781;0.71056844;0.707751358;0.705989468;0.706830812;0.706428039;0.705110908;0.707134092;0.70626235;0.705358279;0.704562128;0.704308116;0.704131782
DB;Tafisa;Nix Spectro L;PM203 Black;2026-03-13T15:24:51.440Z;D50;2;M2;0.0352142796;0.0382426865;0.0385405384;0.0386220537;0.0384150393;0.0381776176;0.0378775306;0.0374710083;0.0371995181;0.0370405294;0.0369419724;0.0366834536;0.0364669822;0.0362592667;0.0360718705;0.0359130964;0.0357380725;0.0357288741;0.0357944824;0.0357804969;0.0356151856;0.0354123928;0.0353029065;0.0352043152;0.0351338163;0.0352597736;0.0351956561;0.0351065986;0.0349902786;0.0349080905;0.034810783
DB;Tafisa;Nix Spectro L;PM581 Sheer Beauty;2026-03-13T15:58:38.859Z;D50;2;M2;0.246849734;0.254554898;0.235624278;0.224409446;0.217270714;0.218033236;0.228650627;0.247989622;0.279196793;0.321565425;0.352543449;0.359834129;0.359423178;0.356778538;0.35411793;0.353520828;0.362252921;0.381920111;0.409031183;0.448270017;0.477399915;0.488080812;0.488739359;0.486784512;0.484601241;0.485428691;0.484891105;0.485486168;0.487104607;0.489098912;0.49095853
DB;Tafisa;Nix Spectro L;PM592 Kiss Curl;2026-03-13T15:59:35.993Z;D50;2;M2;0.102295534;0.105249538;0.0966386274;0.0913162872;0.0875964805;0.0873994425;0.0916023925;0.0995999858;0.112970139;0.131797272;0.14574689;0.148156095;0.146150076;0.142997673;0.139934742;0.137560698;0.139366549;0.148134843;0.165778732;0.195945886;0.219808495;0.229721484;0.231345966;0.230936378;0.230592918;0.231952405;0.232560307;0.233578888;0.234951898;0.236380181;0.237570271
DB;Tafisa;Nix Spectro L;pm772 Calm Sea;2026-03-13T15:24:06.359Z;D50;2;M2;0.0772951782;0.0880985603;0.0935294881;0.0958618596;0.0966874272;0.0969271809;0.0964371696;0.0951082602;0.0933203623;0.0909154415;0.0871337458;0.0814516634;0.075973466;0.0716837689;0.0688770488;0.0664297864;0.0638289183;0.0621748649;0.0616287343;0.0609235123;0.0598804243;0.0588107288;0.0581574649;0.0580108918;0.0582974248;0.0592205949;0.0599330142;0.0603128858;0.0603027478;0.0602648228;0.0600549422
DB;Tafisa;Nix Spectro L;PM773 Eucalyptus;2026-03-13T15:22:59.111Z;D50;2;M2;0.0638089247;0.0768340737;0.0859933525;0.0912565112;0.0950077027;0.0981154785;0.100664771;0.102545355;0.104707903;0.10831106;0.113068473;0.117176054;0.118750344;0.118314558;0.115877193;0.11121743;0.10595637;0.101521717;0.0971450046;0.0910065949;0.0851495922;0.0815035641;0.080123207;0.0795305043;0.0790618017;0.0792325005;0.0794694439;0.0798170358;0.0799364015;0.0799939483;0.0798193723
DB;Tafisa;Nix Spectro L;PM774 Sunflower;2026-03-13T15:22:14.482Z;D50;2;M2;0.0685444072;0.0922029778;0.106618485;0.117090824;0.127001819;0.134932142;0.141652569;0.148894456;0.158992335;0.17427488;0.19896051;0.235864583;0.276444727;0.313025993;0.343782783;0.378918576;0.4270926;0.473919415;0.494697022;0.492744893;0.484739196;0.482059854;0.485905421;0.487608737;0.486725312;0.488431168;0.490114659;0.493228537;0.49575696;0.498315394;0.500252694
DB;Tafisa;Nix Spectro L;PM778 Steel Blue;2026-03-13T15:17:41.451Z;D50;2;M2;0.246634942;0.277672184;0.289610022;0.294356501;0.296405613;0.298994011;0.30198586;0.304815137;0.309228981;0.315404069;0.319463539;0.318216223;0.314315224;0.309579808;0.304823613;0.298367971;0.291679001;0.286986941;0.283065629;0.278179729;0.274773908;0.275580758;0.279286128;0.281590867;0.282844663;0.285181916;0.285770482;0.285350138;0.284084284;0.283028072;0.281990755
DB;Tafisa;Nix Spectro L;PM779 Sage Leaf ;2026-03-13T15:15:57.109Z;D50;2;M2;0.156364039;0.198067912;0.229281723;0.247205272;0.260713059;0.271449882;0.279348028;0.284778088;0.290287054;0.298540407;0.311872458;0.32958985;0.345136398;0.356463164;0.362925565;0.36691547;0.37420783;0.38266353;0.384363419;0.379484224;0.373861063;0.373288792;0.377297676;0.379309332;0.379212034;0.38055836;0.380794609;0.381285334;0.381252307;0.381275374;0.381060702
