Type;Adjective;Device;Noun;Date;Illuminant;Observer;Method;R400 nm;R410 nm;R420 nm;R430 nm;R440 nm;R450 nm;R460 nm;R470 nm;R480 nm;R490 nm;R500 nm;R510 nm;R520 nm;R530 nm;R540 nm;R550 nm;R560 nm;R570 nm;R580 nm;R590 nm;R600 nm;R610 nm;R620 nm;R630 nm;R640 nm;R650 nm;R660 nm;R670 nm;R680 nm;R690 nm;R700 nm
DB;Tafisa;Nix Spectro L;PM780 Terrarosa;2026-03-13T15:14:54.020Z;D50;2;M2;0.113293685;0.138310122;0.153190547;0.16085926;0.166003278;0.169742456;0.171999374;0.173232296;0.174943969;0.177569878;0.180744162;0.184767929;0.191031882;0.19844943;0.207059714;0.21917803;0.237884846;0.260355198;0.281589603;0.30541659;0.322292548;0.329569614;0.331938571;0.332184166;0.332023174;0.334062463;0.335370523;0.337414527;0.339651811;0.341881263;0.34372555
DB;Tafisa;Nix Spectro L;PM781 Cream Puff;2026-03-13T15:28:32.366Z;D50;2;M2;0.192971748;0.252228093;0.298322368;0.324336642;0.343569767;0.358034199;0.367462498;0.372708654;0.377098453;0.384025025;0.398079664;0.419977885;0.441507399;0.459213561;0.472173142;0.484322649;0.50338037;0.524933767;0.537302315;0.542153394;0.542237794;0.542981243;0.546552157;0.547815466;0.54716661;0.549381471;0.550664139;0.553165376;0.55554564;0.557860243;0.559569597
DB;Tafisa;Nix Spectro L;PM782 Sand Castle;2026-03-13T15:29:34.582Z;D50;2;M2;0.0841894731;0.112555149;0.134388632;0.146906173;0.156224382;0.162906629;0.166880953;0.168839541;0.170484918;0.17346895;0.180687776;0.193193403;0.206974736;0.219480151;0.230095726;0.242056736;0.259613812;0.278924644;0.292407495;0.302256656;0.307350653;0.309398133;0.311072558;0.311370844;0.310903752;0.312380266;0.313569236;0.315728128;0.31794768;0.320083231;0.321753848
DB;Tafisa;Nix Spectro L;PM783 Tiramisu;2026-03-13T15:56:31.988Z;D50;2;M2;0.041101256;0.0466906786;0.048467429;0.0493946314;0.049895791;0.0502010569;0.0503218159;0.0503813997;0.0508803703;0.0520045362;0.0539172016;0.0565176897;0.0596115008;0.0626233838;0.0655084521;0.0692275211;0.0746441364;0.0808904484;0.0863497362;0.0918897256;0.0954108119;0.096442765;0.0963831738;0.0960141376;0.0956305593;0.0958969057;0.0959832653;0.0963340282;0.0967735991;0.0972427905;0.0976112127
DB;Tafisa;Nix Spectro L;PM784 Secret Garden;2026-03-13T15:57:29.429Z;D50;2;M2;0.0434688136;0.0491095051;0.050832089;0.0517953008;0.0523789369;0.0528481223;0.0532236941;0.0535655767;0.054526563;0.0570320264;0.0627234727;0.0709446564;0.0779783666;0.0828390539;0.0853482574;0.0865823895;0.0879281133;0.0891318038;0.0887616724;0.0868731692;0.0851546064;0.0851611719;0.086542207;0.0873642266;0.0876541302;0.0883242816;0.0886849329;0.0889651567;0.0889358476;0.0889156714;0.0887921736
DB;Tafisa;Nix Spectro L;PM832 Urban Vibe;2026-03-13T15:25:50.995Z;D50;2;M2;0.136119932;0.146300295;0.143937236;0.141541517;0.139121424;0.138749069;0.140902315;0.145071955;0.152617282;0.163880995;0.172345743;0.172815502;0.169482449;0.165095389;0.160703307;0.155765539;0.15234493;0.153274339;0.159171695;0.169895449;0.177648869;0.179976654;0.179805097;0.179416829;0.179466143;0.181096318;0.182268912;0.183269432;0.183911249;0.184549022;0.184851316
DB;Tafisa;Nix Spectro L;PM835 Camera Obscura;2026-03-13T15:26:59.969Z;D50;2;M2;0.0423709929;0.0463054158;0.0468700267;0.0470494956;0.0468922012;0.0467596918;0.0466397874;0.0464780614;0.0465959273;0.0470023021;0.0473637961;0.0472494759;0.0470387757;0.0467969038;0.0465796486;0.04640918;0.0463993564;0.0467777818;0.0473205626;0.0478867263;0.0480898917;0.0479842752;0.0478732638;0.0477507852;0.0476595514;0.047858455;0.047842025;0.0477968886;0.0477023251;0.0476433709;0.0475524075
DB;Tafisa;Nix Spectro L;Urbania L492R White Chocolate;2026-03-13T17:57:07.143Z;D50;2;M2;0.452550304;0.525281143;0.5632586;0.58096683;0.59160198;0.601111186;0.608823717;0.614348912;0.621915638;0.633613241;0.647612262;0.659690237;0.667661285;0.671986866;0.673681724;0.672486317;0.674623656;0.681977606;0.689920568;0.697952557;0.700921094;0.700375152;0.700088298;0.698381209;0.695518458;0.695859575;0.693656921;0.691921091;0.69058075;0.689784873;0.689086878
DB;Tafisa;Nix Spectro L;Urbania L565R Fogo Harbour;2026-03-13T17:52:57.307Z;D50;2;M2;0.446282053;0.500543481;0.517479879;0.524365085;0.52852;0.536283636;0.548318422;0.563558054;0.58628037;0.616567338;0.638271689;0.642123139;0.639659464;0.635305071;0.631053376;0.626530159;0.628701758;0.639841521;0.65469383;0.674037898;0.686508274;0.6900648;0.690161026;0.688354158;0.685869968;0.686948621;0.685685122;0.685351872;0.685941279;0.6870538;0.688159359
DB;Tafisa;Nix Spectro L;Viva M2004Y Winter Fun;2026-03-13T18:39:26.027Z;D50;2;M2;0.464365357;0.533610594;0.567447221;0.582578492;0.591043258;0.598944068;0.605649567;0.610569155;0.617483592;0.627416337;0.636212528;0.639584112;0.639557588;0.637831831;0.635706544;0.631545973;0.62983197;0.632923055;0.636647403;0.638919771;0.637490177;0.6346385;0.633203018;0.63126334;0.628683162;0.629075205;0.627040088;0.625136518;0.623479116;0.622376394;0.621413231
DB;Uniboard;Nix Spectro L;113 Novawhite Supermat;2026-03-10T18:42:54.449Z;D50;2;M2;0.614227438;0.715963864;0.772970653;0.799191475;0.813976562;0.825362945;0.831757665;0.8327371;0.833062077;0.834724152;0.839296329;0.844563019;0.847758222;0.849135792;0.849941838;0.847892439;0.847976947;0.85241363;0.855392754;0.853860867;0.84903686;0.84610244;0.846902716;0.846432495;0.844944453;0.847628033;0.847115302;0.846715271;0.846343374;0.846471775;0.846510375
DB;Uniboard;Nix Spectro L;113 Super White;2026-03-10T14:27:11.692Z;D50;2;M2;0.585763645;0.684990501;0.741718078;0.768556416;0.784524989;0.79728744;0.805468333;0.808668756;0.81174109;0.81684413;0.824539435;0.832215011;0.837182605;0.839634418;0.840646398;0.838488066;0.838957417;0.843935728;0.847084284;0.845804989;0.841008615;0.837749517;0.838098538;0.83711921;0.834847403;0.836444545;0.834900248;0.83367995;0.832707429;0.832298052;0.831923175
DB;Uniboard;Nix Spectro L;113 Super White Supermat;2026-03-10T18:44:07.411Z;D50;2;M2;0.595353913;0.695894992;0.753203118;0.780263424;0.796276343;0.809089458;0.81735996;0.820677006;0.82398349;0.829536033;0.837570846;0.845173204;0.849899256;0.852136672;0.8530406;0.850857234;0.851547468;0.857056069;0.860695529;0.859721637;0.855186713;0.852377403;0.853318202;0.852818036;0.85108726;0.853500473;0.8528139;0.852412748;0.852098131;0.852269721;0.85233146
DB;Uniboard;Nix Spectro L;113 Super White Supermat;2026-04-17T23:53:07.155Z;D65;10;M1;0.623962748;0.729050004;0.791043067;0.816974759;0.828688407;0.838883829;0.846402621;0.84903785;0.851602471;0.856083024;0.864331877;0.871900821;0.876799333;0.879144204;0.880303085;0.878091538;0.878710878;0.883560514;0.886935532;0.88579179;0.881192958;0.87810396;0.878406501;0.877447712;0.875145292;0.877156866;0.875566244;0.873930979;0.872981751;0.872677851;0.872458375
DB;Uniboard;Nix Spectro L;123 Charcoal;2026-03-10T14:35:45.287Z;D50;2;M2;0.0629599251;0.0700908333;0.0725381255;0.0735653847;0.0738356277;0.0739143133;0.0736618012;0.0730359569;0.0724592716;0.0719650924;0.0717348993;0.0715610176;0.0715281621;0.0715505376;0.0717085332;0.0719423607;0.0723646566;0.0731538042;0.0739128917;0.0743708551;0.0741600692;0.0734418184;0.0727464721;0.0721671268;0.0716122061;0.0713896245;0.0708242208;0.070217596;0.0696122944;0.069109194;0.0686490819
DB;Uniboard;Nix Spectro L;123 Charcoal Eclipse;2026-04-17T23:53:07.157Z;D65;10;M1;0.0651110694;0.0732738867;0.0767829418;0.0780346528;0.0784900799;0.0787038296;0.0785150573;0.0780613527;0.0777823344;0.0776027679;0.0781318322;0.0789441943;0.0795594305;0.0798977599;0.0801286876;0.0801413938;0.080347532;0.0809533462;0.0815056086;0.0817274764;0.0815679789;0.0814705163;0.0816093877;0.0816836551;0.081793423;0.0823716819;0.0826497331;0.0829258963;0.0831689045;0.0834245697;0.0835841045
DB;Uniboard;Nix Spectro L;188 Gris Canadien Lyra;2026-03-10T18:47:25.938Z;D50;2;M2;0.241931173;0.280799675;0.301643014;0.311328191;0.316752321;0.320901251;0.323283112;0.323786861;0.324418265;0.326242775;0.330024749;0.334510893;0.33787027;0.339968532;0.341205198;0.341248161;0.342463487;0.345417178;0.346908247;0.345712149;0.343259525;0.342280722;0.343362731;0.343795729;0.343733525;0.345515239;0.346085471;0.346579778;0.346765077;0.347080159;0.347207063
DB;Uniboard;Nix Spectro L;300 classic white;2026-03-10T14:26:11.603Z;D50;2;M2;0.558245862;0.660688436;0.7235852;0.754232633;0.773154593;0.787653482;0.796262956;0.798783433;0.800035322;0.802529967;0.808571732;0.816559374;0.822462332;0.82597425;0.827869689;0.826610982;0.828178167;0.83404299;0.837488425;0.836129463;0.831220949;0.828155851;0.828945637;0.828277683;0.826170814;0.827884793;0.826570272;0.825612152;0.824795485;0.824467313;0.824100268
DB;Uniboard;Nix Spectro L;505 Arctic White Supermat;2026-04-17T23:53:07.154Z;D65;10;M1;0.645167053;0.758072329;0.827213871;0.856533492;0.870120192;0.881182659;0.888260233;0.889119422;0.888578343;0.888563049;0.89230808;0.896294725;0.898592389;0.899321055;0.899841797;0.897246718;0.897192395;0.901363373;0.904662347;0.903805101;0.899453902;0.896447468;0.896720576;0.895772576;0.893572497;0.895814347;0.894304407;0.892663753;0.891708517;0.891390979;0.89115119
DB;Uniboard;Nix Spectro L;555 arctic White ;2026-03-10T14:25:13.040Z;D50;2;M2;0.606291425;0.715108526;0.780971074;0.812583137;0.83168081;0.846265793;0.85465368;0.856518209;0.856803334;0.857642424;0.861008143;0.865454817;0.868221724;0.869388974;0.869941854;0.867512143;0.867557085;0.87213136;0.87532109;0.874529159;0.870221317;0.867384005;0.868059444;0.86722765;0.865043247;0.866808403;0.865225899;0.863987648;0.86307199;0.862716877;0.862411809
DB;Uniboard;Nix Spectro L;555 Nova White;2026-03-10T14:28:09.058Z;D50;2;M2;0.596945488;0.696919417;0.7534922;0.779798174;0.794932294;0.806649411;0.813408458;0.81483885;0.815663099;0.81791141;0.823230612;0.829564393;0.833890021;0.836217308;0.837671924;0.836297977;0.837280047;0.842471874;0.845782804;0.844464409;0.839728987;0.836711645;0.837335372;0.836643457;0.834790123;0.836914635;0.8358567;0.834971571;0.834197402;0.833962071;0.833715332
DB;Uniboard;Nix Spectro L;555 Nova White Supermat;2026-04-17T23:53:07.152Z;D65;10;M1;0.647186649;0.759992051;0.828631532;0.857664049;0.871168089;0.88238306;0.889850545;0.891311657;0.891628861;0.892667854;0.89721173;0.901577961;0.904096997;0.904920816;0.905419779;0.902754307;0.902732956;0.907004642;0.910438204;0.909917212;0.905873597;0.903023803;0.903331125;0.90232259;0.899980938;0.90203656;0.900279987;0.898447967;0.897397172;0.897015321;0.89675858
DB;Uniboard;Nix Spectro L;777 White Dolomite;2026-03-10T14:19:51.674Z;D50;2;M2;0.486772203;0.602800155;0.689437175;0.734828234;0.765322864;0.787877464;0.800871944;0.804239047;0.802711463;0.798980844;0.794711375;0.789686632;0.783603251;0.777897382;0.772971249;0.765279138;0.760624623;0.762230647;0.766058457;0.770794094;0.772625136;0.774981654;0.779657507;0.781207299;0.780312181;0.782444084;0.781054485;0.77925427;0.776950097;0.774987268;0.773017871
DB;Uniboard;Nix Spectro L;777 White White High Gloss;2026-03-10T18:49:44.136Z;D50;2;M2;0.468522114;0.58077817;0.664819741;0.709151745;0.739208829;0.761782122;0.775494468;0.780266714;0.780787158;0.779709244;0.777274311;0.772724748;0.766775107;0.761104333;0.756135392;0.74865638;0.744792616;0.747400069;0.75162524;0.756249177;0.758074284;0.760832572;0.766091812;0.768018496;0.767342174;0.769602478;0.768402529;0.766728556;0.764426196;0.762437963;0.760413969
DB;Uniboard;Nix Spectro L;802 Willow Grey;2026-03-10T14:31:19.703Z;D50;2;M2;0.342960453;0.4071419;0.44626447;0.465703905;0.478009874;0.487458676;0.49331426;0.495662493;0.497801572;0.50179882;0.509588051;0.520091593;0.529398239;0.536450255;0.541521454;0.545130968;0.552242351;0.562323558;0.568771839;0.571053851;0.57007798;0.569787681;0.571831381;0.572269368;0.571487594;0.573546457;0.573748994;0.574301291;0.574728692;0.575376403;0.575790238
DB;Uniboard;Nix Spectro L;805 Sunset Grey;2026-03-10T14:32:08.199Z;D50;2;M2;0.381682217;0.440014172;0.469571656;0.48262046;0.489420944;0.494846761;0.49809503;0.498869705;0.500108701;0.502974415;0.507535064;0.511698174;0.514303303;0.515651274;0.516617739;0.516176534;0.517462826;0.521693659;0.524847746;0.525232565;0.523514223;0.522906339;0.524509919;0.525034153;0.524936903;0.527639234;0.528376973;0.528997982;0.52933079;0.529907346;0.530280519
DB;Uniboard;Nix Spectro L;805 Sunset Grey Supermat ;2026-04-17T23:53:07.157Z;D65;10;M1;0.389762914;0.449412048;0.481360459;0.493501204;0.497535759;0.50121696;0.503920364;0.50434233;0.505258358;0.507502854;0.512170124;0.516205037;0.518814278;0.520143104;0.521226084;0.520766437;0.522001874;0.525772977;0.52871176;0.528996408;0.527362144;0.526817775;0.528203547;0.528617823;0.528425503;0.531125164;0.531650877;0.531950533;0.532381856;0.53310281;0.533683109
DB;Uniboard;Nix Spectro L;810 Antique White;2026-03-10T14:29:41.871Z;D50;2;M2;0.417739749;0.501416135;0.555302525;0.583257437;0.602185571;0.617257082;0.62766757;0.633605909;0.639586306;0.648774815;0.663435817;0.682044923;0.69822861;0.710097444;0.717688215;0.722461569;0.732224751;0.745633149;0.752953529;0.753882182;0.750559545;0.748723483;0.750511777;0.750153971;0.747586787;0.748153591;0.746236873;0.745020759;0.743963861;0.743354881;0.742735064
DB;Uniboard;Nix Spectro L;828 Ingot Grey;2026-03-10T14:35:01.991Z;D50;2;M2;0.0878107473;0.101204255;0.107931927;0.11112632;0.112821189;0.113924247;0.114265114;0.113871823;0.113467453;0.113279957;0.113619065;0.114311287;0.115330072;0.116454144;0.117773314;0.119468458;0.122236176;0.125863276;0.128886309;0.131256858;0.13226015;0.132289827;0.132239679;0.13201645;0.131786475;0.132375056;0.132566455;0.13285577;0.133115816;0.1334223;0.133623928
DB;Uniboard;Nix Spectro L;888 Novablack Supermat;2026-03-10T19:42:44.305Z;D50;2;M2;0.0378022432;0.0404140949;0.040023347;0.0396905623;0.0391497426;0.0386778742;0.0382557102;0.0378301591;0.0376473509;0.037687654;0.0377762109;0.037554507;0.0373007916;0.037044172;0.0368336409;0.0366813056;0.0365462296;0.0366415948;0.0368198693;0.0368626714;0.0366935849;0.0364469789;0.0363071211;0.0362134136;0.0361762144;0.0363758184;0.0363907956;0.0363339789;0.0361916676;0.0360807836;0.0359394915
DB;Uniboard;Nix Spectro L;920 New England Almond;2026-03-10T14:30:33.292Z;D50;2;M2;0.322235835;0.404944664;0.46592685;0.499264181;0.523025334;0.540845346;0.552020645;0.557356882;0.561298323;0.568390596;0.585426486;0.612610912;0.637982142;0.657601237;0.670610952;0.680463409;0.696384478;0.714801335;0.72280426;0.720414364;0.713450325;0.70993315;0.711878896;0.711822259;0.709133422;0.709444678;0.707898176;0.707136881;0.706047535;0.705236936;0.704194605
DB;Uniboard;Nix Spectro L;H72 Ginger Root;2026-03-03T15:00:34.411Z;D50;2;M2;0.172295025;0.175459611;0.160024533;0.150923705;0.144728553;0.144079041;0.150324896;0.162695405;0.183595365;0.213235101;0.236235777;0.242654788;0.242664477;0.240602362;0.238305187;0.237310746;0.243140435;0.258214298;0.281608778;0.317011446;0.343423963;0.353035426;0.353459156;0.351933473;0.350538951;0.35167492;0.351890469;0.352609509;0.353653735;0.354889971;0.355853885
DB;Uniboard;Nix Spectro L;HPL 123 Charcoal Dolomite;2026-03-10T15:35:24.889Z;D50;2;M2;0.0615070485;0.0681605652;0.0702396303;0.0710852534;0.0712353766;0.0712312207;0.0709437177;0.0703289121;0.0697942793;0.0693666026;0.0691629738;0.0689391136;0.0688418582;0.0688122183;0.0689372465;0.0691629916;0.0695878044;0.0703888476;0.0711568415;0.0716029435;0.0713747799;0.0706329897;0.0699147895;0.0693314433;0.0687827513;0.0685605183;0.0680085242;0.0673982203;0.0667689607;0.0662397757;0.0657501459
DB;Uniboard;Nix Spectro L;HPL 168 Canadian Grey Dolomite;2026-03-10T15:36:32.205Z;D50;2;M2;0.253181797;0.292561853;0.313130939;0.322568685;0.327720815;0.331727922;0.334093589;0.334666103;0.335501415;0.337640893;0.34143675;0.345348585;0.347982639;0.349436915;0.350214154;0.349829555;0.350643146;0.353430247;0.355030262;0.353983742;0.351408482;0.349919403;0.350380045;0.350412536;0.350070012;0.351639181;0.351994336;0.352248234;0.352191472;0.352288437;0.352210832
DB;Uniboard;Nix Spectro L;HPL 168 Canadian Grey Supermat;2026-03-10T15:11:27.621Z;D50;2;M2;0.239445463;0.278970987;0.300785697;0.311067241;0.316956365;0.321411943;0.32393834;0.324447161;0.324959284;0.326602155;0.330284429;0.334823275;0.3382577;0.340426207;0.341696274;0.341751158;0.343024772;0.346057814;0.347569132;0.346334249;0.343820179;0.342820019;0.343934268;0.344391805;0.344330847;0.346116388;0.346701729;0.347207534;0.347378922;0.347671372;0.347764802
DB;Uniboard;Nix Spectro L;HPL 180 Antique White Dolomite;2026-03-10T15:34:26.428Z;D50;2;M2;0.429925305;0.51112361;0.561082697;0.586581481;0.603505898;0.617157185;0.626765823;0.632454383;0.638692451;0.648499763;0.663613892;0.682093978;0.698035562;0.709707928;0.717307889;0.722269022;0.732175732;0.745746624;0.753249168;0.754194868;0.750863671;0.748978746;0.750673544;0.750311732;0.747871363;0.748654962;0.746942127;0.745822299;0.744782066;0.744200253;0.743593931
DB;Uniboard;Nix Spectro L;HPL 802 Willow Grey Supermat;2026-03-10T15:19:25.085Z;D50;2;M2;0.335997683;0.400469458;0.440792173;0.461031747;0.473985583;0.483868736;0.489930135;0.492264897;0.494137663;0.497660297;0.504925191;0.514992929;0.523881495;0.530554593;0.535235691;0.538336146;0.544770801;0.554092395;0.559830856;0.561344302;0.559809542;0.559276748;0.561249709;0.561659336;0.560811555;0.562693298;0.562731683;0.563093269;0.563317561;0.563761449;0.563992608
DB;Uniboard;Nix Spectro L;HPL 888 Nova Black Brushed Elm;2026-03-10T20:21:55.619Z;D50;2;M2;0.038219725;0.0423163503;0.0436557636;0.0443463787;0.0445804;0.0446572155;0.0445326939;0.0441703647;0.0438559331;0.0436305873;0.0434632018;0.0431109183;0.0427689172;0.0424481802;0.0421619326;0.0418839999;0.0416545771;0.0416898742;0.0417833827;0.0417004459;0.0413923144;0.0410605349;0.0408953398;0.0407672159;0.0406602249;0.0407865293;0.040716783;0.0405983567;0.0404098772;0.0402522802;0.040067938
DB;Uniboard;Nix Spectro L;HPL 888 Nova Black Rivera Oak;2026-03-10T20:09:44.180Z;D50;2;M2;0.0344443239;0.0399736598;0.0433145136;0.0452214576;0.0464001589;0.0471242785;0.0473344795;0.0470280498;0.0465269513;0.0459850416;0.0456310645;0.0453629553;0.0451310836;0.0448958352;0.0446093127;0.0442514159;0.0439914174;0.044032044;0.0440885052;0.0439449124;0.0435682394;0.0432437405;0.0431604907;0.0430766165;0.0429621994;0.0430778816;0.0430070721;0.0429052897;0.0427205801;0.042552828;0.0423451379
DB;Uniboard;Nix Spectro L;HPL 920 New England Almond Dolomite;2026-03-10T15:31:56.898Z;D50;2;M2;0.324912864;0.406169462;0.465184093;0.497304833;0.520086741;0.537216997;0.548033118;0.553311682;0.557467341;0.564991748;0.582368577;0.609569812;0.634873641;0.654423618;0.667427611;0.677347052;0.693321729;0.71181469;0.719940543;0.717647922;0.710750282;0.707209766;0.709059441;0.708962691;0.706308889;0.706688881;0.705228019;0.704514658;0.703445053;0.702655768;0.701625443
DB;Uniboard;Nix Spectro L;HPL 934 Platinum Dolomite;2026-03-10T15:30:51.841Z;D50;2;M2;0.340937245;0.371659207;0.373774159;0.37173509;0.368021548;0.36766004;0.371034747;0.377084303;0.388088989;0.403167742;0.409872001;0.40100022;0.388176584;0.376475668;0.368039852;0.360382885;0.355235183;0.356128871;0.361475676;0.368907422;0.373937654;0.376118898;0.377447879;0.378583795;0.381061244;0.387157732;0.392480081;0.398041117;0.403421724;0.408607006;0.412897325
DB;Uniboard;Nix Spectro L;HPL G20 Sheer Linen Dolomite;2026-03-10T15:29:57.261Z;D50;2;M2;0.33311426;0.379730892;0.400350672;0.409731019;0.415181482;0.421112394;0.427465743;0.433788019;0.443106955;0.456082267;0.46581099;0.467451137;0.466215783;0.464353961;0.463117689;0.462040365;0.465499789;0.474905348;0.486266387;0.499683499;0.507789385;0.509989989;0.510276419;0.509243894;0.507632226;0.508664584;0.507825041;0.507044578;0.506264746;0.505843127;0.505370092
DB;Uniboard;Nix Spectro L;HPL G63 Acacia Vellum;2026-03-10T20:27:53.979Z;D50;2;M2;0.360925424;0.381478542;0.368267679;0.359693205;0.353903663;0.355900788;0.367320234;0.386855352;0.418111342;0.459877419;0.488136739;0.490470433;0.485606277;0.479615188;0.475068605;0.472895688;0.479940414;0.497666097;0.520667708;0.551646304;0.573449481;0.58042376;0.579931068;0.577330577;0.574343681;0.574451542;0.572552526;0.571466339;0.571386385;0.571931589;0.572619855
DB;Uniboard;Nix Spectro L;HPL H20 Riva Brushed Elm;2026-03-10T20:20:25.751Z;D50;2;M2;0.358023304;0.376185191;0.360186833;0.348638284;0.339396137;0.338163251;0.3463521;0.362375021;0.39000442;0.429463834;0.458952844;0.46329506;0.456880051;0.447301;0.437825894;0.427962178;0.424564719;0.434568614;0.460467309;0.50517779;0.538472986;0.549042523;0.547366261;0.543964612;0.541309357;0.542424536;0.541801453;0.541650474;0.54214133;0.543042243;0.543729198
DB;Uniboard;Nix Spectro L;HPL H50 Silva  Brushed Elm;2026-03-10T20:21:10.165Z;D50;2;M2;0.0730577543;0.0779884771;0.0766386941;0.0755467787;0.0744276613;0.0741228268;0.074745819;0.0760980844;0.07878066;0.082701923;0.0854476601;0.0853906751;0.0844809279;0.0834141821;0.082527259;0.0818144023;0.0818928614;0.0833668426;0.0859765038;0.0898270264;0.0925204843;0.0933434591;0.0932761848;0.0929996759;0.0927984849;0.0931932867;0.0932254717;0.0933002159;0.0934179634;0.0936042517;0.0937437728
DB;Uniboard;Nix Spectro L;HPL H53 Ember Brushed Elm;2026-03-10T20:22:45.992Z;D50;2;M2;0.0531656995;0.0586645246;0.0597803839;0.0601261906;0.0599990673;0.0599533603;0.0599806786;0.060020867;0.0605585128;0.0617404535;0.0630012944;0.0635384545;0.0637477957;0.0638113104;0.0638799764;0.0640825093;0.0648940213;0.0667253345;0.069454214;0.0732684568;0.0758564055;0.0765661731;0.0764132023;0.0761324272;0.0759663865;0.0763568521;0.0765130267;0.0767310426;0.0769423783;0.077176109;0.0773194104
DB;Uniboard;Nix Spectro L;HPL H54 Skye Brushed Elm;2026-03-10T20:23:40.207Z;D50;2;M2;0.461361313;0.501842833;0.502604216;0.498195124;0.491884309;0.490507156;0.494281739;0.501769787;0.516402644;0.538187432;0.554333508;0.554797626;0.54804194;0.539264178;0.531220055;0.521566081;0.513986099;0.514388353;0.523725307;0.540742576;0.553203154;0.557876873;0.558889091;0.558884835;0.559939194;0.565261483;0.568894494;0.572952306;0.577332318;0.581798804;0.585614395
DB;Uniboard;Nix Spectro L;HPL H55 Mystic Brushed Elm;2026-03-10T20:25:05.833Z;D50;2;M2;0.135464951;0.135706618;0.121759948;0.11301709;0.106316431;0.103704561;0.105944049;0.112350421;0.124325489;0.141668296;0.154394028;0.155757362;0.152822062;0.148872718;0.145339912;0.1423971;0.14256382;0.148561737;0.161625192;0.183531222;0.200279009;0.206314689;0.206304699;0.205341864;0.204829741;0.205979091;0.206471774;0.207080621;0.2078282;0.208695769;0.209374011
DB;Uniboard;Nix Spectro L;HPL H56 Chill Frisquet Aura;2026-03-10T18:52:06.708Z;D50;2;M2;0.487626886;0.563994408;0.60405308;0.623111439;0.634748268;0.64534781;0.65430963;0.661143327;0.67014426;0.682863808;0.694887054;0.701816702;0.705211425;0.706334913;0.706366789;0.704472911;0.706581712;0.713998079;0.72008518;0.72323004;0.722232997;0.720515203;0.720746863;0.719636583;0.717352641;0.718428862;0.716885269;0.715668452;0.714667273;0.714181972;0.713726306
DB;Uniboard;Nix Spectro L;HPL H57 Haze Brume Aura;2026-03-10T18:53:12.280Z;D50;2;M2;0.216692489;0.226199642;0.215198907;0.207480824;0.201176918;0.199681735;0.203893122;0.212820533;0.228455129;0.250441411;0.265510413;0.265242669;0.259323022;0.252271372;0.245935288;0.239720079;0.236699894;0.240351501;0.250926101;0.268886793;0.282594568;0.287929809;0.288732511;0.28864944;0.289355248;0.292639929;0.295289266;0.298396391;0.301749343;0.305072045;0.307870835
DB;Uniboard;Nix Spectro L;HPL H58 Storm Tempete Aura;2026-03-10T18:54:39.432Z;D50;2;M2;0.047597906;0.0534612134;0.0557377242;0.057039918;0.0578594334;0.058690159;0.0595975235;0.0605132535;0.0619277529;0.0639205657;0.0652402587;0.0650735728;0.0645432152;0.0639814742;0.0634786613;0.0631155513;0.0634630509;0.0647477187;0.0663444929;0.0682613924;0.0694273598;0.0697537221;0.0698241688;0.0697355479;0.0696280181;0.0699564584;0.0700547315;0.0702119976;0.070347923;0.0705029346;0.0705830149
DB;Uniboard;Nix Spectro L;HPL H59 Twilight Crepuscule Aura;2026-03-10T18:55:54.139Z;D50;2;M2;0.0615957938;0.0677060843;0.0686014891;0.068954882;0.0690240324;0.069625254;0.0709454998;0.0728205562;0.0759834453;0.0806538537;0.0840667829;0.0841191158;0.0828660399;0.0813547686;0.0799535796;0.0786924481;0.078706485;0.0810418442;0.0858008519;0.0934455797;0.0989940271;0.100796232;0.100710222;0.100309351;0.100017625;0.100471666;0.100625719;0.100810571;0.100936694;0.101084751;0.101104559
DB;Uniboard;Nix Spectro L;HPL H65 Canyon Rio;2026-03-10T19:58:08.564Z;D50;2;M2;0.0572728813;0.0648118213;0.0673297167;0.0684185587;0.0688341208;0.0692154124;0.0695806205;0.0699128069;0.0709780097;0.0735582173;0.0778476939;0.082471063;0.085856995;0.0879649311;0.0889284477;0.0893092841;0.0904815465;0.0931631073;0.097278443;0.103463851;0.107965577;0.109919161;0.110720061;0.110913308;0.110926758;0.111662759;0.112024847;0.112300162;0.112319088;0.112343447;0.112217009
DB;Uniboard;Nix Spectro L;HPL H66 Vintage Rio;2026-03-10T19:59:42.796Z;D50;2;M2;0.0710634552;0.0794836387;0.082251592;0.0832938582;0.0834810555;0.0835763976;0.0834827006;0.0831332251;0.083121039;0.0837348476;0.0850147069;0.0861884221;0.0869059443;0.087236473;0.0873438984;0.0872428939;0.0874683142;0.0885911837;0.0904693529;0.0930688202;0.0947143078;0.0951983854;0.0953048483;0.0952098519;0.0951009348;0.0955744684;0.0956612974;0.0956658036;0.0955416337;0.0954648703;0.095319809
DB;Uniboard;Nix Spectro L;HPL H67 Kindle Feu Aura;2026-03-10T18:56:53.675Z;D50;2;M2;0.0736653984;0.0777838618;0.0737309188;0.0713180289;0.0697617784;0.0705990568;0.0745799959;0.0812678054;0.0921711251;0.107933538;0.120256579;0.123073348;0.121603778;0.11882904;0.115793952;0.113071083;0.114157248;0.121992789;0.1386085;0.167087629;0.189266685;0.198072001;0.199123308;0.198562422;0.198269841;0.199695629;0.200697926;0.202145326;0.20381304;0.205426234;0.206667808
